,JOB_ID,ISCO,JOB_CONTENT,LOWEST_DISTANCE,BEST_ACTIVITY_MATCH,BEST_ACTIVITY_ID,TOP_ACTIVITY_MATCHES,TOP ACTIVITY_IDS,BEST_ACTIVITY_MATCH_3SENT,BEST_ACTIVITY_ID_3SENT
33,12047533,31230;12190;21620,"Building leaders Horticultural technician HF The Aemmer AG has been preparing sophisticated and beautiful garden and sports facilities for over 85 years  As a traditional family business with 35 employees and the most modern machinery, we strive to afford proper work  For expanding our team, we are looking for immediate or after agreement building guideline horticultural technician HF their area of ​​responsibility they are involved in the entire expiration of the planning offensea before and construction management to billing  Your areas of responsibility include sophisticated new plant garden change in private and public areas  Our expectations independence as well as joy in working in a team  In addition to flexibility of versatility and commitment should, above all, enjoy the contact with our customers  We offer we offer you a challenging versatile and self-employed activity of a modern dynamic and family operation  A pleasant working atmosphere in a motivated team and attractive techniques  Feel address then send us your complete application documents with photo to Mr  Alfred R  Grand Managing Director  Aemmer AG Garden and Sportplatzbau Oeleweg 12 3250 Lyss Tel  032 387 79 50 a  Basic enslarge construction  CH landscape gardener as a foreman group boss We are a renowned company in the Bernese Zealand with 35 employees and the most modern machine park  We are active in the fields of horticulture sports fields and garden maintenance  At the center of our actions is our demanding and loyal clientele  They are a trained landscape gardener at least 25 years old and already have first experiences as a foreman or group boss  You are happy to work in a dynamic team looking forward to new interesting gardening challenges and   Contact Alfred R  Grand Managing Director Aemmer AG Oeleweg 12 3250 Lyss Tel  032 387 79 50",,Manage environmental programs.,4.A.4.b.1.G03,,,Train staff.,4.A.4.b.3.G02
34,11969310,31320,"Chemicals Supply You are reversed Ultdte FLCEXHIBNEIL K WANDSO SNIED MEITR UANBS FEARDLLRGERECYH CELLINNG CH3295 Rüti at Büren With your skills, you will apply directly to the success of our materials management G4417 pief and recycling and the success of our customers  CH2300 La ChauxDefonds www  CH For our material management disposal and recycling at the operating location, we are looking for an immediate or by appointment an ambitious ISO 90011400122000 employee operation recycling and disposal 100 Your tasks f Securing an optimal triage Fine triage Treatment and redirection of small chemicals and or dirt goods F conducting fine triads of inorganic and organic Chemicals and fabrics F correct assembly and packaging of triaded chemicals and waste for forwarding for a law-compliant transport F evacuation and or or rocks on-site in the context of specific customer requirements F Formation of controls inorganic and organic substances Color sludge adhesives resins, etc  F Equally preparation and provision of triaded waste for internal processing  They bring with F chemical basic training as a laboratory or chemical or an alternative training with the appropriate weighting of chemical chemical knowledge F practical work experience in dealing with chemicals f experience in dealing with special and industrial waste F Suvaan recognized forklift pass F good control of the German language in speech and written French skills We offer Fe Ine future-oriented activity in a motivated team supported by modern work equipment FE FE in contemporary salary and good social benefits F The place of work is in 4417 Zieb Blich you feel addressed then send your application documents by mail or email to Thommenfurler AG Mr  Jeanmathieu Bonigen Hauptstrasse 911 CH4417 Pied Jean",,Operate recycling processing equipment.,4.A.3.a.3.G03,,,Operate recycling processing equipment.,4.A.3.a.3.G03
35,12151250,31120;31180,"We are a young planning company specialized in rail construction and provide comprehensive planners and engineering services in all project phases for this area in all project phases from the study project for the tender Submission to commissioning  In the area of ​​railway construction, exciting and versatile projects are attached to our customers  To complement our team, we need comprehensive reinforcement and search as a motivated and team-oriented personality civil engineering construction technician HF MW you have completed training as a built drawer  MicrosTurners are an advantage  With us you will find a varied interesting and demanding activity in which you can fully develop your strengths  EBB AG offers a lot of scope and independence an environment in an open-minded and future-oriented company with motivated colleagues  They enjoy a flexible working time model and a performance-oriented wage system  Our headquarters in Krauchthal has easy access to public transport  We ensure you absolutely confidential treatment of your application  Further information is happy to give you Jeanpierre Copper Managing Director Tel  031 411 01 30  Your complete application documents with a photo please send to EBB AG Engineering train construction preferably by email Jeanpierre  We look forward to hearing from contact EBB AG Bolligenstrasse 17 3326 Krauchthal Phone 031 411 01 30 WWW  CH 23",,Direct transportation or logistics activities.,4.A.4.b.1.G01,,," Recruiting, interviewing, selecting, hiring, and promoting employees in an organization.",228
36,12263770,21620,Landscape gardener Your profile You have a broad professional training a completed professional teaching as a landscape gardener EFZ They have the ticket for lightweight engine trolleys are team-capable resiliently cooperatively helpful and physically resilient We offer advanced employment conditions Self-employed versatile and interesting activity Have we sparked your interest then we look forward to a written application Lobsiger Hortbau AG z  Stefan Lobsiger Kriegasse 18 3414 Oberburg Infologar,," Running, maneuvering, navigating, or driving vehicles or mechanized equipment, such as forklifts, passenger vehicles, aircraft, or water craft.",148,,,Clean work areas.,4.A.3.a.2.G13
37,12265834,25190;24210,They have a completed training as an engineer economic informatics or technician Your experience in software development and software quality testing your analytical way of thinking as well as your systematic procedure support you in the execution of your tasks The following points round off your profile from knowledge of software test methods and software quality systems multi-year experience as a test manager in various projects good knowledge of a test management tool z  HP Quality Center experience in project management of advantageous communicative skills independent and reliable way of working isqb certification beneficial,," Using computers and computer systems (including hardware and software) to program, write software, set up functions, enter data, or process information.",151,,," Using computers and computer systems (including hardware and software) to program, write software, set up functions, enter data, or process information.",151
38,12145337,21640,"As a result of retirement of the previous job holder, we are looking for an experienced an experienced transport planer Transport Planner 80 100 in a leading function  They have a college or college degree with solid expertise in the areas of traffic planning and mobility at the interface to the settlement planning  They bring a lot of experience in the direction of entitlement to full traffic planning projects  In particular, they are familiar with Regional Transport Planning Agglomeration Programs Regional Vote Settlement and Transport Corridor Studies and the Implementation of Transport Planning at Municipal Level Traffic Hearings Mobility Management etc  They are initiatively resilient communicative and spoken and ideally speak French  Cooperation has a high priority in our company  We expect you to bring your personal skills into the team and develop in our office to a supporting force in traffic mobility  We offer flexible working hours Individual development opportunities interesting projects and an environment for interdisciplinary cooperation  Place is Bern  Property starting  On the website www  Spatial plan  Ch find more information about our company  Philipp Hubacher 031 388 60 60 are also given to you orally information",,Analyze geospatial data.,4.A.2.a.4.G15,,,"Encouraging and building mutual trust, respect, and cooperation among team members.",206
39,13817510,21420;31120,For our engineering office established in the canton of Neuchâtel since 1968 we are looking for our team a civil engineer for our office of engineering established in the canton of Neuchâtel since 1968 we are looking for our team a civil engineer structures hf we weoffer varied work in the context of private and public projects The acute supervision a small team of young dynamic designers and motivated professional development opportunities an autonomous work in interaction with the representatives of the economic fabric of the region as well as our partners yourTasks Project Management Structures and Follow-up of Projects Design and Sizing of Projects Participation in Fiscal Follow-up of Drawing Office Supervision Your Graduate Profile E Hes or EPF Level Master 5 years of self-sufficient experience with a good spirit of synthesis appreciating workas a team,,Monitor green project construction.,4.A.2.a.3.G06,,,Monitor green project construction.,4.A.2.a.3.G06
40,13825811,21420;21610,"Civil engineer or architect MW in the Western Switzerland000004B4 Organization Basler Insurance Switzerland Field Underwriting Locations SwitzerlandLausanne Employment relationship Self-employment Your challenge You provide the indispensable basis in our field of technical insurance  As a civil engineer or architect, they independently judge major risks with heavyweight large projects and large-scale plants and also develop attractive insurance solutions for our major customers  Your area of ​​responsibility also includes the maintenance of your own customer base and their contracts as well as the technical support and training of our sales organization in Western Switzerland  Thus, you can equally contribute to your consulting area and your technical expertise in the trial with customers and insurance brokers  In addition, they use their customer-oriented view and action to further develop our insurance products and actively involve their knowledge through the cooperation in the implementation projects  Your profile We are pleased to meet you as a personality for the precise structured work and enjoyment of dealing with people quite a matter of course  They can organize themselves very well and always have the satisfaction of our customers in their daily work  You can also feel that in personal contact with you  What they should bring in addition to completed civil engineer or architectural studies ETH or FH with multi-year work experience Project experience in the construction industry High and civil engineering Good analytical and conceptual skills French mother tongue and good knowledge of the German language Further languages ​​of advantage insurance skills are beneficial but not necessarily bears your Team-oriented and communicative personality to the success of the technical insurance and are technical expertise and seller flair no contradiction for you then we look forward to your online advertising  If you would like to find out more Iminterview our blog gives Martin Messerli Underwriter technical insurance insight into this job and the Basel as an employer  Contact Personjacqueline Schneider Martitelefon Number058 285 91 12",,"Providing guidance and expert advice to management or other groups on technical, systems-, or process-related topics.",217,,," Providing personal assistance, medical attention, emotional support, or other personal care to others such as coworkers, customers, or patients.",184
41,13808449,24210,"Tasks Ensuring the quality for suppliers and subcontractors Supplier development and control in the project phases Analysis and independent processing of quality defects due to Suppliers of LMB are executing supplier discussions Kickoff development project-related control plans Component qualification etc  Introduction and persecution immediate to permanent adjustment measures for complaints 8Deport with corresponding quality methods and avoiding repeat errors participating in supplier qualification with the help of strategic purchasing and performing the process audit supplier support of the serial steering for supplier-affected quality topics The released on suppliers are released series components component qualification Process acceptance on site etc  Qualification Completed studies FHTS of the disciplines Mechanical engineering or vehicle technology Multi-year-old Professional experience in Supplier management area or in a similar area very good German language skills in word and writing  French and English skills are an advantage of mastery of quality tools beneficial good msOffice skills knowledge of an ERPSystems team capacity leadership skills process orientation Structured operation Flexibility Willingness to travel Exercise Accuracy Our offer You can expect a secure workplace in a successful group of companies  In addition, we offer you social benefits of a modern company as well as a performance-related remuneration date by appointment",," Inspecting equipment, structures, or materials to identify the cause of errors or other problems or defects.",19,,," Inspecting equipment, structures, or materials to identify the cause of errors or other problems or defects.",19
42,13808887,21420, Planning and ensuring optimal substance attitude taking into account the life cycle costs and the technical standards with a focus on bridges specify technically and economically optimal repair resp  Renovation measures Examination and release from and construction projects on the entire route network in relation to the correct implementation of technical regulations and the qualitative requirements Responsibility of sb-aged technical standards for monitoring maintenance and repair of bridges Auxiliary bridges Perirondo and protective structures Care and further development of expertise in the field of engineering Focus of bridge construction as well as further education of project leaders and surveillance engineers in the competent field of their profile  Completed studies as civil engineer ETHFH with in-depth knowledge in bridge construction and carrying structures Multiannual practical experience in statics and project planning and project management in the constructive engineering building Purable personality with creativity Initiative and integration capability as well as assertiveness and negotiating skills high sense of responsibility with pronounced independent and independent way of working good German language and Italian knowledge of Advantage their advantages  To the benefits of SBB you will get to know us  More information about the company Sbbkontakt  Roggli Head of Engineering answers your questions under 41 79 515 61 27  Apply online with the reference number 23885,,Review project designs to ensure they meet regulations and technical requirements.,4.A.2.a.4.G12,,,"Providing guidance and expert advice to management or other groups on technical, systems-, or process-related topics.",217
43,13808892,24210,Safety Health Safety Environment Qsse 2300 La ChauxDefonds The PACI Group founded in 1921 and including more than 100 people in its societies Paci SA and IMMOROC SA's mission to build for future generations by guaranteeing its customers the realization Structures offering the features expected in respect of quality costs and agreed deadlines  Quality Safety Safety Environment Qsse at 60 80 In order to strengthen our teams We are currently looking for a Quality Safety Health Environment Qsse at 60 80 In this role you have the mission to ensure the application and development of the management system  The quality of health and environmental safety in accordance with ISO 9001 14001 and 18001 for PACI Group companies  Your Key Tasks The following 1  Technical Assist Project Managers Work Drivers Supervisors and Team Leaders When setting risk analyzes and security concepts Train the personnel concerned on security rules and on The novelties by regular audits control the safety on the sites and the application of the measures adopted Identify the observed malfunctions and propose corrective measures ETOU preventive 2  Administrative prepare for recognition and monitoring audits ISO by updating the necessary documentation  Participate in the management sessions and report on the progress of the security Establish and maintain a dashboard on the safe aspects in Group 3  Project Management Propose Manage Etou Participate in QSSE Process Improvement Projects for The entire of the PACI group 4  Particularly penalty Peer service etc  In the event of an accident conduct an internal investigation clarify their causes and coordinate the implementation of corrective measures and prevention  REPRESENTATION REFERENCE PERSON FOR THE ISO AUDIT COMPANY You are a person with a strong quality and safety orientation you have the sense of communication and love working as a team while being able to work autonomously  You demonstrate a methodical spirit and the initiative you will rejoice  You have basic training in construction or technical sector  You also have a CFST security officer diploma or equivalent or are ready to follow such training  You benefit from several years of experiences acquired in the qsse field preferably in a construction company  Outlook We offer a particularly attractive and varied field of activity of good commitment and personal development opportunities in a recognized business in its region  You feel you are concerned so do not hesitate to send us your application file preferably by email atrhpaci  CH with the delegated reference qsse on Jobup  Ch Applace with your mobile IMMOROC SA Rue du Commerce 83 2300 The ChauxDefonds Phone 032 925 96 00 Location2300 The ChauxDetstype Contract 100 See the portrait of the companyOther offers of the company Categories  Project Finance Accounting ControllingDirection Project Management MA,,Performing day-to-day administrative tasks such as maintaining information files and processing paperwork.,226,,,"Inspect facilities or workplaces to ensure health, safety, or environmental standards are met.",4.A.1.b.2.G02
44,14051677,21420;44190,"Engineer Works Planner Our multidisciplinary structure has been in Geneva for 13 years  We intervene on behalf of general companies investors architects masters of public books we are led to lead and planning projects of all sizes in all areas in rehabilitation or nine  In this context, we are looking for a works engineerPlanning engineerPlanner 3040 years by integrating our structure you will be led to conduct autonomy operations or to be integrated into a division of agent on transactions of importance your missions analysis and understanding of written parts and plans PLANNING TCE Detailed TCE Establishment of Advanced Advancement Management Documents and Analysis of Denfunctions Animation of construction sessions and agents Reporting Your profile You justify a minimum experience of 810 years in general enterprise or support office Work control You hold a degree from a technical school or engineer EPF HES BTS etc  You master MS Project and know ArchiCAD or equivalent beyond the usual computer tools  The knowledge and practice of BIM is a plus  You like teamwork and have recognized organizational capabilities your character allows you to assert yourself in decision-making  You are a pragmatic man with common sense We offer you a position on responsibility A human-sized work environment An indefinite contract with compensation in relation to the profile and experience We thank you for sending your Offer Letter of motivation and CV in Pascale Brand p  Brandgbi SA",,Manage engineering or construction activities.,4.A.4.b.1.G09,,,Keeping up-to-date technically and applying new knowledge to your job.,106
45,13818008,21620,"The city of Meyrin has 22,400 inhabitants and offers 25'000 jobs  It combines economic dynamism and quality of living spaces in the perspective of sustainable development  Its administration has 530 employees working in more than fifteen very diverse fields  In order to strengthen the environmental service to work in the Vergers district the municipality is looking for landscape assistance at 100 cdd until 31 December 2017 your mission participate in the maintenance and development of public green spaces ensure the Salting and snow removal of the roads and sidewalks on call according to the weather conditions perform any other task inherent in the function according to the needs of the service  Your profile holds driving license for automobiles Know how to work autonomously or as a team Some years of experience in the field Ability to work outdoors Whatever weather conditions benefit from a good physical condition pronounced for service to the public and a sensitivity marked in the field of environmental protection Availability according to the constraints of attendance related to the tasks of the service including weekends and holidays  Entry in office 1 March 2017 or to agree  Interested in this post we are waiting for your complete file by email at Rhahatmeyrin  Ch or by post in the city of Meyrin for the attention of Human Resources Case Postal 367 1217 Meyrin 1 by Tuesday, February 7, 2017  We favor the electronic records to respect the environment and in order to ensure effective treatment of applications  Unless expressly requested files received in paper and electronic format will be destroyed",,Adhere to practices and procedures designed to protect the environment.,4.A.2.b.6.G01,,,Performing day-to-day administrative tasks such as maintaining information files and processing paperwork.,226
46,13823543,21640,"Engineer in Transport Switzerland Romande Bern on January 31, 2017 The Büro Für Mobilität AG offers full benefits for sustainable and diversified mobiliation whether in the management of mobility transport planning or the training  In order to complete our team of 13 collaborators we are looking for an entry as soon as possible a transport engineer 6080  For our constituents you work at the interface between users-oriented mobility solutions and technical planning  You plan with our team interdiscical to local and regional concepts  You are doing well independently of projects in the area of ​​mobility management for our private and public customers  You have an engineering degree from a polytechnic school or equivalent with a specialization in transport planning  Your rigorous analysis capacity and your synthesis spirit allow you to address complex phenomena  The behavioral dimension and the multiple facets of mobility interest you  In addition you are comfortable in using computing tools or even control the GIS tools  Your mother tongue is French with very good linguistic skills at least by oral in German  We offer exciting missions of development opportunities an attractive workplace near Berne station a wonderful team and flexible hours of work  For more information Virginie Kauffmann 078 703 52 53 is at your disposal  Thank you for sending your application for Virginia  1 1 1",,Manage engineering or construction activities.,4.A.4.b.1.G09,,,Manage engineering or construction activities.,4.A.4.b.1.G09
47,13792351,24210," 2017IMA MEDTECH SWITZERLAND SA100 IMA GROUP is one of the world's largest assembling machinery providers and has more than 5,000 employees around the world  IMA MEDTECH SWITZERLAND SA joined the Group in April 2016  We design and build soles IMA Group is one of the world's largest assembling machinery providers and has more than 5,000 employees worldwide  IMA MEDTECH SWITZERLAND SA joined the group in April 2016  We design and build turnkey assembly solutions for the medical device market  From the filing and production automation design we are developing our projects based on risk management methods and certified testing  From the prototype concept passing through low volume lines to multi-high production lines lines We have the tools and experience to enable the leaders of the present and future markets to achieve their production goals  Engineer Validation QualityMa Group is one of the world's largest providers of assembly of assembly machines and has more than 5,000 employees worldwide  IMA MEDTECH SWITZERLAND SA joined the group in April 2016  We design and build turnkey assembly solutions for the medical device market  From the filing and production automation design we are developing our projects based on risk management methods and certified testing  From the prototype concept passing through laquo low volume raquo lines to laquo multi high production lines raquo we have the tools and experience to allow the leaders of the present and future markets to achieve their production objectives  Quality Validation Engineer Your mission define machines' validation strategies for medical and pharmaceutical industries in accordance with the requirements of the clients and procedures described  You are the guarantor of the level of detail and the coherence of design specifications  You animate the risk analysis machines and safety you write the protocols and final machine qualification reports  You organize and run the installation and operational qualification tests  You are responsible for the organization and advancement of validation activities you communicate on the internal and our customers indicators  You help the definition and improvement of the validation process and defend our validation strategy to customers  You participate in the training of employees on this strategy and the means put in Oeligrative on this strategy  Your profile You hold an engineering degree in ElectrotechniqueMecaniqueou industrial computer  You have an experience of 1 to 5 years at an engineering engineer position validation engineer or process  With a strong spirit of analysis and synthesis you are rigorous and organized  Your excellent sense of relational allows you to work in transverse with various interlocutors colleagues Suppliers Customers Hellip  Knowledge of quality standards for example CGMP Current Good Manufacturing Practices and Gamp Good Automated Manufacturing Practices would be a plus  You are comfortable in a multicultural and multidisciplinary environment  You master the French English languages ​​spoken and writes the German would be a plus  We offer a state-of-the-art technology environment in search of permanent excellence Laquo Think Medical Raquo  A position that offers excellent visibility on all Komax Medtech industrial trades  A highly specialized voluntary work team to find creative and proactive solutions for our customers  An opportunity for collaboration with the largest groups in the medical industry  Opportunities for the ongoing development of geographic mobility and social benefits of a large company  Your file is welcome and will be treated as soon as possible  Address to Mail Servicerh  IT Address of Quartz 12,2300 La ChauxDefondsWebSiteHttpwww",,Manage engineering or construction activities.,4.A.4.b.1.G09,,,Review project designs to ensure they meet regulations and technical requirements.,4.A.2.a.4.G12
48,13820206,21420," Planning and ensuring optimal substance maintenance, taking into account the life cycle considerations and the technical standards with a focus on tunnels and support structures, set technically and economically optimal repair resp  Renovation measures Testing and release from and construction projects on the entire route network in relation to the correct implementation of technical regulations and the qualitative requirements Responsibility of sbb aging technical standards for monitoring maintenance and repair of tunnels and support structures Care and further development of expertise in the field of engineering construction with a focus on tunneling and civil engineering and continuing education of project leaders and surveillance engineers in the competent field of their profile  Completed studies as civil engineer ETHFH with in-depth knowledge in tunnel construction and civil engineering Multiannual practical experience in project planning and project management in tunnel construction and civil engineering Personality with creativity Initiative and integration skills as well as assertiveness and negotiating skills High responsibility with pronounced independent and self-responsible work Good knowledge of German and Italian skills of advantage Your advantages  To the benefits of SBB you will get to know us  More information about the company Sbbkontakt  Roggli Head of Engineering answers your questions at 41 79 515 61 27  Apply online with the reference number 25545",,Review project designs to ensure they meet regulations and technical requirements.,4.A.2.a.4.G12,,,"Providing guidance and expert advice to management or other groups on technical, systems-, or process-related topics.",217
49,13915197,24210,"Concrete Many is gray and hard  That's true he stands for stable and secure buildings  Concrete can also be colored and filigree an inspiration for creative design  It enables sustainable ecological solutions  Concrete is diverse  Just as we CREABETON MATÉRAUAUX a company of Vigier Holding AG is a leader in Switzerland  Leader as a producer and provider of concrete goods  More than 400 employees sit at locations in Lyss some Münschemier Grangesprèsmarnand and Dudingen with passion for innovative solutions  Do you want to build with us at the future at our headquarters in Lyss we are looking for immediate or by appointment an instant quality management MW process quality Process optimization auditing ISO 900114001 In this field, you want to bring your strengths result-oriented then you are the right personality for our exciting and challenging Task  As Head of Quality Management, you will report to the company manager  They carry the responsibility for the areas process optimization certification and leadership manual  They develop and set up our company optimally in compliance with legal requirements and expanded in the focus of customer needs and with the aim of the economic success  They hold a central turntable function for the entire company  Your profile You are a professional profession and experienced specialists in the field of quality and process optimization  They have been working in a comparable function  Advantage in the construction industry or building material industry including production and sales  They appreciate it under clear targets to work independently to work thinking and methodical and have a high degree of creativity in conceptual practice-oriented work  They have experience in dealing with changing management processes and feel like a challenge perceive  They communicate turned up and are an empathic motivator  Through her honest open and loyal handling and her good knowledge of the French language you can find yourself in different cultures  Successed use of MSOffice applications is a matter of course for you you have experience in the use of SAP  We offer you awaits you this extremely responsible developing and colorful activity in a motivated team  Look forward to an exciting job with large room for room for modern and successful enterprise  Advanced employment conditions are a matter of course for us  Additional information on the company and the tasks can be found by Mrs Celine Constantin HR Beratorin Tel  032 387 10 32  Let yourself be inspired for this new challenge in connection with high-quality concrete products  We look forward to your complete application documents at CREABETON MATÉRAUX AG Céline Constantin Personal Busswilstrasse 44 Mailbox 432 3250 Lyss Tel  41 032 387 10 32 Fax 41 032 384 22 32 Jobsvigier  CH other vacancies at www",,Recommend green solutions.,4.A.4.b.6.G02,,,Research green processes. (processus écologiques),4.A.2.a.4.G07
50,13905590,24210,GF MACHINING SOLUTIONS MADAME CHRISTINE SAUVAIN 8 PRE DE LA FONTAINE 1217 Meyrin Phone 41 22 783 39 11 Email Christine COMLIEU1217 MeyrinType of Contract Permanent 100 Other offers of the company Categories of Jobs Industry Production TechniqueControl Quality Process,,Negotiate contracts.,4.A.4.a.7.G01,,,What interactions with other persons or supervisory activities occur while performing this job?,175
51,13405987,24210,Schedule Fulltime  Job ID REQ20000224   Brief Description  Responsible for implementation and maintenance of the Quality Assurance Program throughout the UBC and assisting with the implementation and maintenance of the UBC Quality Management System within UBC Pharma Services   Specific Job Duties    Design and implement and manage an internal audit system of clinical and Pharmacovigilance processes   Review existing SOPsproject specific plans and audit processes to ensure that staff are compliant with process   Createdevelop and present training to staff on applicable regulatory requirements   Document audit findingsobservationsrecommendations in an audit report   Track audit responses from teams   Review audit findingsobservationsrecommendations and identify process improvement initiatives   Manage andor conduct audits of internal processesdocumentation to assess compliance with applicable regulations as well as UBC SOPs and contractual requirements   Manage andor conduct process audits in all functional areas   Attend project team meetings as necessary  Work with Director of Finance and General Manager or Director Regulatory Compliance and Process Implementation to forecast and track resourcing needs on a departmental level versus the annual corporate approved group budget   Managecoordinate the process of onsite Sponsor and Regulatory Audits  ensure regulatory inspection readiness   Requirements    Proven experience in Quality Assurance within a CRO or Pharmaceutical company   Knowledge of ICH GCP Guidelines EU and FDA Regulations as well as Guidelines on Good Pharmacovigilance Practice GVP OR Good Clinical Practice GCP   Good written and verbal communication skills   Strong client auditing experience   Advanced training in clinical Quality Assurance   LICD1UBC   ABOUT UBC Europe  United BioSource Corporation UBC is the leading provider of integrated development and commercial support solutions that deliver evidence of safe use while optimizing access to mediation and care    UBC leverages our specialty pharmacy therapy expertise and contracts for specialty pharmacy and specialty distribution services    UBC's services include reimbursement patient assistance and alternate funding programs channel optimization through specialty pharmacy specialty distribution and 3PL services Customized clinical adherence and commercialization strategies powered by Express Scripts data,,Conduct environmental audits.,4.A.2.a.3.G04,,,Review technical documentation to ensure compliance with regulations or standards.,4.A.2.a.3.G02
52,13033509,31120,"Task area You conduct projects in the water and river construction and support the branch manager in the acquisition and customer contact  Furthermore, they assume an active role in the further expansion of the area of ​​hydraulic engineering in Biel  Requirements You have a completed studies in civil engineering etheppfh environmental science or equivalent university education and recessed in the direction of hydraulic engineering or has already gained appropriate experience in professional life  They like to solve targeted and creative challenging tasks and maintain a collegial use of employees  Administration in the written and verbal expression is obvious for you  You can communicate very well in German or French and each have knowledge of the other language  Offer We offer a variety of and responsible tasks in a young motivated team  Modern work equipment contemporary employment conditions as well as interesting continuing education and development options are included  Through the close cooperation with our locations in Bern Spiez and Brig, we offer company internally a high-competent network with engineers experts and consultants in virtually all bautical disciplines so that they can also master the demanding tasks for the satisfaction of all involved  Guido Lauber Member of the Executive Board gives you more information at the telephone number 41 5551 66 61 or by email Guido  Please send your application by mail to Michael",,"Developing specific goals and plans to prioritize, organize, and accomplish your work.",117,,,"Developing specific goals and plans to prioritize, organize, and accomplish your work.",117
53,13995672,31120;21420;21610,"In order to guarantee the safety of people and property in the Vaud territory the ECA works for prevention relief and insurance in the fields of fire and natural elements  Within our prevention division for our revice advice and authorizations we wish to engage as soon as possible an architect or civil engineer to become a cantonal expert in fire prevention at 100 your mission you are responsible for promoting fire prevention in the constructions in analyzing and validating the solutions of builder and operator designers  You make sure to the homogeneous application of fire protection requirements in a public service of service by aiming for efficiency and with respect for proportionality  You set the requirements and represent the ECA in the relationship with the architects the planners the specialized offices academic and partners in this field  Your Higher Training Profile in Architecture Professional Experience in connection with the design and construction of buildings of all types that allowed Knowledge of SIA standards and construction planning phases Fire protection Experience Certification would be an asset meaning of orientation Customer and partnership faculty to convince ease in oral and written expression Our institution ECA offers its employees attractive working conditions as well as competitive social benefits  It actively promotes continuing education internal mobility and pay equality  We invite you to apply online by joining the usual documents by March 17, 2017",,Apply protective coatings.,4.A.3.a.2.G08,,,Apply protective coatings.,4.A.3.a.2.G08
54,13995102,21620,"On July 1, 2017, we are looking for a landscape gardener Efzauch Educators we expect a closed training as a landscape gardener EFZ You have a well-maintained handling of demanding customers work independently and can take responsibility They are mobile and have a driver's card Cat  awaits you a regional garden and high civil engineering team We are a modern equipped operation offer the opportunity to further education as well as contemporary employment conditions Please send your application to BauTeam Zürcher Patrick Zürcher on the Rain 1 3272 Walperswil For questions you can reach us at Tel  032 505 23 00 or InfoBueuteamercher",," Handling complaints, settling disputes, and resolving grievances and conflicts, or otherwise negotiating with others.",191,,,Keeping up-to-date technically and applying new knowledge to your job.,106
55,13792045,24210,TECHNICAL QUALITY HF MAIN TASKS Support Quality Manager in his daily tasks Participate in Quality Analyzes Set up control milestones Check plans and develop control ranges Being the regulatory of the computer control system Manage the metrological park Your CFC profile in The technician technician is a more experience of 2 to 3 years in the field of quality good knowledge of computer control and 3D measurement tools 3D training TQ0 and TQ1 would be an asset in computer science our services scalable salary corresponding to Your internal training skills Extended social conditions Do not hesitate to send us your curriculum vitae as well as your copies of diplomas and certificates to the attention of human resources  We look forward to receiving your application that we will deal with confidentiality  Contact Human Resources Phone 41 32 486 96 10 Emailcontact -Tempsa,,Operate robotic or automated equipment.,4.A.3.a.3.G04,,,Keeping up-to-date technically and applying new knowledge to your job.,106
56,13246398,21430,"Environmental Officer World Cup 100 jobsNumber 1600092Y Description Environmental Officer WM 100Good Food Good Lifeestlé Suisse S  Konolfingen Switzerland Permanent Employment Perestal's Contemporary Fabrication Operation The Nestlé produces in Konolfingen Switzerland from the raw material milk probiotic child food and health products  We offer around 600 employees an attractive and dynamic work environment including contacts and closer cooperation with other international Nestlé groups  To strengthen our team in the SHE Safety Health Environment department, we are looking for a dedicated and communicative personality via immediately or by appointment  Main tasks Coordination Development and Implementation of Environmental Protection Strategies and Programs Recording and Communication of Performance z  Energy Monitoring CO2 Reduction In order to make the necessary decisions for optimizing the environmental protection concept Contact the local authorities and organizations for ensuring the law compliance implementation Control and improvement of the Factory Environmental Protection Management System, including the ISO 14  001 certification and consistent implementation of Specific tools and initiatives as part of the environmental protection program Compliance with information obligation with regard to the environmental aspects of the factory management team Definition and providing environmental protection measurements and promotion of environmental awareness coordination of the environmental protection Risk Assessment Program Including assessments incident analysis and internal audits identification and development of concepts to continuously the energy and reduce water consumption as well as waste savings to achieve cooperation with all The areas of the factory for reducing and avoiding environmental impacts Supporting and implementing the safety standards of the Konolfingen training and professional experience completed training as a mechanical engineer Process engineer or environmental engineer At least two years of professional experience in utility systems Environmental protection or related industries experience with the implementation of change management processes coaching experience Good oral and written knowledge knowledge in dealing with MSOffice analytical skills in the field of problem solving independent goal-oriented reliable as well as disciplined work readiness for continuous training Good knowledge of Nestlé Guidelines Tools in the environmental protection area as well as the NCE Methodology of Advantageous Education Ekas Security Specialist or Comparable Security Courses Advantage The Nestlégruppe is the world leading nutritional health and Wellness companies with more than 339,000 employees worldwide and 468 factories in more than 86 countries  More about us and other reasons to join us Learn up  Do not feel addressed then do not hesitate and send your complete application login motivational letter Curriculum voices Diplomas etc  by email or by post Annestlé Suisse S  Factory Konolfingen Human Resources Nestléstrasse 1 3510 KonolfingenMail  4131 790 72 97 Primary Site SwitzerlandBermanConfingen Activity Health Safety Organization Société Production Nestlé Employment Type Full-time job advertisement 08  2016 134616",,"Scheduling events, programs, and activities, as well as the work of others.",115,,,Advise others about environmental management or conservation. ,215
